,Unnamed: 0,track_id,Artist,album_name,Song,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
44468,44468,2NVrALq8HUj3Y0NKC4AjGw,Grey Daze,Amends,B12,48,213680,False,0.475,0.922,11,-5.136,0,0.0452,0.00738,0.0218,0.07,0.535,154.99,4,grunge
72293,72293,65V2meSeDYo17yCWYSx8ug,Alexisonfire,"""Watch out!""",White Devil,32,214786,True,0.19,0.871,4,-5.416,1,0.083,8.06e-06,1.74e-05,0.239,0.349,95.437,4,metalcore
53540,53540,0343bYQtSfznf6v90jRLRK,John De Sohn;LIAMOO,Made For You,Forever Young,65,167911,False,0.653,0.621,8,-6.045,1,0.0308,0.178,0.0,0.0952,0.584,121.98,4,house
101275,101275,2qOF8MklZW5dw1zzwO7Izx,Granular,Brown Noise For Sleep,Brown Noise For Sleep 3,44,76874,False,0.0,0.836,1,-24.271,0,0.0,0.996,0.997,0.109,0.0,0.0,0,sleep
93904,93904,1l2rhgqW23rwd6xopUoCNK,Сергей Зыков,Есть одна хорошая песня у соловушки...,Тальянка,0,216816,False,0.393,0.322,4,-11.513,0,0.0367,0.981,0.00402,0.0791,0.198,81.021,4,romance
17694,17694,4vE6TZnL54xyWZyHvVR4vu,Girl Pusher,Dont Die,Decapitation (Odeath - 911 Cut),16,193714,False,0.358,0.456,11,-9.638,0,0.107,0.138,0.0258,0.469,0.425,139.841,4,club
5854,5854,04rQMy0kPLdMyIeK5oyg1g,Hitorie,3分29秒,3分29秒,52,210968,False,0.489,0.914,11,-3.363,0,0.114,0.00624,0.0,0.325,0.692,101.27,4,anime
21269,21269,4A7sEZMxweWEJxKJ1vnyrV,Sean Paul;Dua Lipa;Delirious & Alex K,No Lie (Remixes),No Lie - Delirious & Alex K Remix,39,258546,False,0.804,0.733,7,-3.263,1,0.23,0.00152,0.0,0.525,0.485,102.018,4,dancehall
110106,110106,3l1cyMgi27bv1KIP10cqOW,Armin van Buuren;Scott Abbot,"Feel Again, Pt. 2",I'm Sorry,7,190384,False,0.596,0.919,9,-6.179,0,0.0485,0.0329,0.000216,0.138,0.218,130.017,4,trance
14231,14231,7K8ynCu1uyHNR23IokFDK5,Sweet Little Band,Les Tout - Petits Ecoutent Beatles,Yellow Submarine,38,157344,False,0.643,0.262,7,-9.201,1,0.0333,0.324,0.0,0.158,0.776,113.051,4,children
17113,17113,4GOvxgkT5LwHh8ZPWbDJPm,Vondkreistan,Maniac,Authority,43,268536,False,0.645,0.784,6,-7.94,1,0.0362,0.00807,0.688,0.333,0.51,106.006,4,club
24971,24971,5TdryAwnGlMsFFnxGm3fv9,Octave One,Love by Machine,8 b4 Dawn - Original Mix,2,336368,False,0.726,0.277,9,-15.239,0,0.0487,0.531,0.843,0.0887,0.0784,125.942,4,detroit-techno
67738,67738,2kyWypdfTsVe4L7cB6AAtF,Mariah Angeliq,Esto me suena a Farra,Perreito,0,123680,True,0.737,0.607,0,-3.599,1,0.0835,0.194,0.11,0.132,0.528,179.957,4,latin
36341,36341,3E5MhY69Vt98jPTcZES8RA,Tiken Jah Fakoly,Afrodance 2022,Alpha Conde,0,248320,False,0.726,0.48,10,-8.784,1,0.165,0.311,0.0245,0.0734,0.87,75.89,4,french
63501,63501,164YLgHJYhqOEYUcAc93Xz,Aimer;Chelly,daydream,ninelie,54,261773,False,0.462,0.85,6,-5.558,0,0.0453,0.0256,1.94e-05,0.0756,0.206,172.063,4,j-rock
90519,90519,0J14macNc8qWBmQfcySj8c,Johnny Tillotson,Why Do I Love You So,Send Me the Pillow That You Dream On (Alternate Take),32,173973,False,0.411,0.314,2,-9.257,1,0.0276,0.751,4.76e-06,0.42,0.447,108.84,4,rock-n-roll
15100,15100,3lUQpvfWFcxZC3RYAVGE7F,Pink Sweat$,I Feel Good,I Feel Good,68,136058,False,0.803,0.75,11,-4.67,1,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,4,chill
15435,15435,7v7BgWqCYaEHfgbJeZTzdR,Johnny Stimson,Flower,Smile,50,162784,False,0.512,0.323,2,-10.225,1,0.226,0.208,0.0,0.0862,0.434,87.863,4,chill
13035,13035,5E6u3mipkLhYFuktFXc7LS,Frankie Knuckles,Beyond The Mix,Workout,20,255200,False,0.905,0.567,10,-12.667,0,0.114,0.00283,6.56e-05,0.321,0.507,118.759,4,chicago-house
83881,83881,3AygCrAj6TZZ6mGkcvD9To,ARTY,Take Your Time,Take Your Time,56,186141,False,0.583,0.94,7,-3.05,1,0.0551,0.0476,0.000206,0.0524,0.378,127.009,4,progressive-house
86558,86558,0uukw2CgEIApv4IWAjXrBC,My Chemical Romance,The Black Parade,Dead!,70,195520,True,0.481,0.973,7,-1.945,1,0.0542,0.0037,0.000877,0.325,0.362,99.331,4,punk
12800,12800,7t2NEWONd6piQvE8uyXSsJ,Pong Nan;Tang Siu Hau,自知之明,自知之明,39,222857,False,0.521,0.23,5,-10.254,1,0.0322,0.921,0.0,0.132,0.472,125.398,3,cantopop
38757,38757,5Z10YWrfpP2UAUwmmHIR8y,The White Stripes,De Stijl,Apple Blossom,54,133293,False,0.537,0.454,9,-7.896,1,0.0551,0.65,0.000154,0.0852,0.626,128.193,4,garage
85181,85181,5ulyMRVraAUV3OC7cbkRpF,Echo & the Bunnymen,OK Boomers - Top Tunes,Lips Like Sugar,0,291866,False,0.552,0.934,4,-4.039,1,0.0299,0.00448,0.0207,0.258,0.863,130.001,4,punk-rock
31393,31393,4voJGwEr7Uw54pr3RSRIsg,MEDUZA;James Carter;Elley Duhé;FAST BOY,Larga Vida al Electro,Bad Memories,4,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,electro
14311,14311,2tYVoqPJb1cc67FxwyczyJ,CoComelon,Nursery Rhymes by CoComelon,Are You Sleeping? (Brother John),41,130909,False,0.842,0.301,0,-8.11,1,0.0485,0.855,0.0,0.0492,0.891,110.022,4,children
68880,68880,3kQm6t1V0dy7xdhRXVzWRd,Galee Galee;Cris Mj;Bstk Prod,Toy Con la Bendición,Toy Con la Bendición,41,244788,True,0.608,0.522,2,-11.038,0,0.214,0.384,8.62e-05,0.117,0.497,103.935,4,latino
77074,77074,5mqDPUsrl6le2eGJBbTtyi,Grupo Sem Abuso;Daniel Caon,Terminar na Cama,Terminar na Cama,55,143766,False,0.653,0.806,4,-5.94,0,0.0534,0.565,0.0,0.23,0.926,153.922,4,pagode
61577,61577,1XuNtoAuKZEHdFFKrnTZGB,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),角を曲がる,21,195253,False,0.587,0.701,2,-4.95,1,0.0384,0.508,0.0377,0.0971,0.566,141.934,4,j-idol
60274,60274,1i2gOMiOhbLkOAM4PqQkHi,Takeova,Introvert,Introvert,24,180983,False,0.564,0.506,11,-7.774,1,0.268,0.457,0.0,0.102,0.707,94.78,4,j-dance
91001,91001,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,AM,I Wanna Be Yours,92,183956,False,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,rock
82668,82668,6JSQu4eO5a81ZUNDUmMVUN,Tsunami Bomb,Trust No One,Mushy Love Song,22,145186,False,0.295,0.841,2,-6.161,1,0.0414,3.98e-05,0.0301,0.0586,0.676,152.145,4,power-pop
11216,11216,2mxByJWOajjiVsLWjNXvDJ,The Beatles,Abbey Road (Remastered),Oh! Darling - Remastered 2009,67,207240,False,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,3,british
58410,58410,55TIb9EPxSq3AP8COlVl98,Taproot,Music as a Weapon II,Poem - Live Version,26,199093,False,0.44,0.984,11,-4.715,0,0.0816,0.00395,0.00108,0.897,0.417,108.256,4,industrial
107773,107773,1pwx37YPdId6FbA7pEpfRM,Kite,Demons & Shame,Demons & Shame,23,328680,False,0.313,0.86,0,-4.999,1,0.0414,2.99e-05,0.104,0.09,0.249,163.094,3,synth-pop
96428,96428,4TXvXqRYDk29Ayi41rAwVj,Vou Zuar;Xande De Pilares,Trilha Do Amor / Clareou / Supra Sumo Do Amor,Trilha Do Amor / Clareou / Supra Sumo Do Amor,41,556341,False,0.448,0.718,2,-7.755,1,0.0484,0.663,0.0,0.223,0.84,109.718,4,samba
4656,4656,5wm0L02zvFgWP6QwIBh16p,Fejká,Jubal,Jubal,42,252528,False,0.671,0.838,9,-9.902,0,0.0352,0.00495,0.854,0.34,0.0348,120.01,4,ambient
26330,26330,6HQnsvDOLnbelGMgihlSvp,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Pomocy!,24,147520,False,0.246,0.0569,7,-27.911,1,0.0353,0.957,0.945,0.0745,0.034,74.791,4,disney
110432,110432,53wwYV2Dx9d4mByCvmzbEa,Andrew Bayer,Journey To ABGT500 pt.2,Memories (ABGT499D3),31,300000,False,0.201,0.896,1,-6.664,0,0.0502,0.00106,0.00537,0.181,0.385,127.975,4,trance
5104,5104,5WLaJoYalaASb9JB7Yk5U6,BURNOUT SYNDROMES,檸檬,ヒカリアレ,60,244786,False,0.313,0.941,7,-1.741,1,0.133,0.0112,0.0,0.363,0.35,178.061,4,anime
48645,48645,6AAU8lAs6t7EkrCQpr5q8E,Pense,"Realidade, Vida e Fé",Revitalizar,30,191017,False,0.507,0.991,6,-4.568,1,0.0803,6.68e-05,0.000143,0.169,0.777,113.014,4,hardcore
91084,91084,5SGjzbR81S0tCudlec1NXW,OneRepublic,Pop Christmas 2022,Christmas Without You,0,197146,False,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,rock
15466,15466,6rj48XPo5Gk9T7kXFYY93y,iyla,OTHER WAYS TO VENT,Strings,64,175807,False,0.548,0.558,1,-4.339,0,0.227,0.46,0.0,0.0788,0.7,80.031,4,chill
13001,13001,6WkJ2OK163XXS2oARUC9JM,Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,78,198053,False,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,4,chicago-house
48333,48333,6wbbbTyX0vqVN85ZwiRIm3,Burgerkill,Beyond Coma and Despair,Atur Aku,36,273880,True,0.462,0.98,4,-5.191,0,0.0912,0.00015,0.0278,0.138,0.244,99.827,4,hardcore
54595,54595,2rXjy3by0nsxQsulTj8hJd,Kelpe,Ex-Aquarium,Yippee Space Ghost,11,327480,False,0.717,0.533,5,-8.382,0,0.0364,0.111,0.844,0.302,0.287,102.981,4,idm
77370,77370,3m9SxYFORsHS5SbQCUrl50,Pique Novo;Vavá,Maxximum - Pique Novo,Eu Tenho Muito Mais - Live Version,46,205693,False,0.296,0.876,4,-7.295,1,0.0973,0.198,0.0,0.849,0.67,146.991,4,pagode
65966,65966,26YSv4NFDACPUKGX5Aj079,JEON SOMI,XOXO,What You Waiting For,58,175375,False,0.779,0.656,8,-5.711,1,0.0641,0.0142,0.0,0.217,0.802,121.938,4,k-pop
8592,8592,3XbsE5TVP2vuzHNbu859Xq,Blind Faith,Overwatch 2 The Ultimate Fantasy Playlist,Battle of Evermore,2,247866,False,0.534,0.416,4,-13.251,0,0.0309,0.572,1.87e-05,0.376,0.374,145.092,4,blues
67495,67495,3S7NB9yGDk4HjbHxkqzgK8,Juanes;Christian Nodal,Hora del taco sin auto,Tequila,1,159546,False,0.757,0.688,9,-4.546,1,0.112,0.226,0.0,0.237,0.704,155.994,4,latin
84836,84836,2KpWGrUUIs0j3rbDzLqfUB,Navicula,Archipelago Rebels,Kembali Ke Akar,28,187509,False,0.643,0.917,2,-5.732,1,0.031,0.000996,0.000656,0.241,0.946,105.037,4,psych-rock
36778,36778,1LnC2j20pWSOJN5uujkvwB,ISHA,Labrador bleu,La réincarnation de Biggie,35,192130,True,0.706,0.506,2,-7.861,1,0.322,0.199,0.0,0.142,0.306,124.644,4,french
37337,37337,2TpfIIAtMFi3ta7dncAT3o,MC Rhamon,Visão de Cria,Visão de Cria,50,166363,False,0.77,0.603,1,-5.882,1,0.378,0.512,0.0,0.0494,0.396,175.783,4,funk
69176,69176,3ZM4ooUW4wtbtVGaFPC1bk,Bharath Sajikumar,Nagavalli (Reprise Version),Nagavalli - Reprise Version,37,209250,False,0.343,0.298,5,-10.359,1,0.0323,0.916,0.0,0.0806,0.327,153.944,4,malay
111909,111909,2l3xZiLi7CDNd6hGJKb2ZB,Morcheeba,Oh Oh Yeah,Oh Oh Yeah,17,413205,False,0.599,0.485,11,-9.984,0,0.0274,0.157,0.397,0.153,0.334,119.983,4,trip-hop
20690,20690,7py6vU2H9mlNd14m4g89gy,Robin Schulz;Tom Walker,Hits à suivre 2022,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance
30612,30612,7e3JpmZNlzh8reXergT8LC,KSHMR;Yves V;Krewella;RANDALL,No Regrets (feat. Krewella) [RANDALL Remix],No Regrets (feat. Krewella) - RANDALL Remix,46,250105,False,0.553,0.846,10,-5.146,0,0.0673,0.0283,0.000319,0.0616,0.488,95.046,4,edm
71525,71525,2gSVKxPDww9Eep5rdvtdem,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,My Way,73,272973,True,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,4,metal
82828,82828,5qoJCrVHq60horajlEnl9y,XTC,Oranges & Lemons,Scarecrow People - 2001 Remaster,23,253160,False,0.595,0.89,1,-4.998,0,0.028,0.0233,2.02e-05,0.21,0.92,94.648,4,power-pop
108862,108862,4LqX943ydRW59Nf48fQD2k,Nelly Omar,Nelly Omar - Desde el alma,La cumparsita,16,146720,False,0.545,0.339,4,-8.627,0,0.0408,0.96,6.58e-05,0.122,0.452,60.748,4,tango
71142,71142,7LyODTwVRK0KN0615tcBPq,Marilyn Manson,Halloween Scary Party,The Beautiful People,0,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,metal
112899,112899,5ttPhgLuzPJfzFrLPlmJUv,Stabil,Stabil,Rüya & Gerçek,39,153756,False,0.701,0.537,9,-13.138,0,0.0429,0.828,0.0157,0.0965,0.307,89.997,4,turkish
112592,112592,26xKA9OhVaZa0gm53BhIiH,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),Yalvarırım - Live,40,186519,False,0.426,0.404,4,-8.75,0,0.0716,0.896,0.0,0.197,0.229,142.808,4,turkish
80306,80306,19gWKISRrdEpywKRkZHphI,Armaan Malik;Sam C.S.;Manoj Muntashir,Vikram Vedha,Yaara,48,232164,False,0.22,0.433,8,-9.075,0,0.0323,0.715,2.88e-06,0.129,0.22,80.004,4,pop-film
89855,89855,6JUMswocQ7Hp46kj9kyljT,Feid;Yandel,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,XQ Te Pones Así,78,218693,False,0.812,0.697,10,-3.441,1,0.0694,0.134,0.0,0.147,0.477,92.03,4,reggaeton
44017,44017,3fjmSxt0PskST13CSdBUFx,Linkin Park,Meteora (Bonus Edition),Somewhere I Belong,73,213933,False,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,4,grunge
50841,50841,0Ux2fAE65FDoKtjSOwSKia,Almafuerte,En Vivo All Boys,Del Camionero - En Vivo All Boys,21,126119,False,0.291,0.873,9,-6.326,1,0.0715,0.103,0.0,0.206,0.186,133.937,1,heavy-metal
37435,37435,7hke4o18WMJDxYpNkmYuYl,Extreme,Los Clásicos del Pop 90s,More Than Words,1,337828,False,0.626,0.242,6,-8.658,1,0.0269,0.43,1.09e-06,0.119,0.228,91.259,4,funk
56860,56860,2sS1DcNGSsG34Ccua98Q4t,Tai Verdes,HDTV,LAst dAy oN EaRTh,59,172773,False,0.5,0.552,5,-5.83,1,0.222,0.323,4.97e-05,0.221,0.336,83.938,4,indie-pop
42433,42433,2ubHoHRIiw6GZdSuPSmxJL,The Red Chord,Clients,Blue Line Cretin,14,147253,False,0.228,0.968,8,-4.733,1,0.17,0.000106,0.000205,0.363,0.272,79.748,4,grindcore
85080,85080,2L1WVCWCuhbc8IEIiJbrGl,Misfits,Spooky Scary Season,Halloween,2,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,punk-rock
55073,55073,2iZeKe5avjtKVmjfSFkpxd,Pritam;Rahat Fateh Ali Khan;Tulsi Kumar,Once Upon A Time In Mumbaai,Tum Jo Aaye,66,286443,False,0.574,0.841,4,-4.449,1,0.0948,0.399,1e-06,0.205,0.927,83.706,4,indian
1230,1230,4l5OJLb3AsvfEyeAYAJHpe,Juanafé,La Makinita,Venga Mi Vida,26,311453,False,0.698,0.542,9,-5.923,0,0.0276,0.639,0.000261,0.104,0.724,88.058,4,afrobeat
30263,30263,0KASSQoorOGoCWCgPagJhf,Swedish House Mafia;Sting,Fiesta portatil,Redlight,3,242904,False,0.716,0.655,2,-5.999,1,0.0444,0.00857,0.162,0.0572,0.207,125.012,4,edm
93108,93108,3GFKTTjXzCzr8QcqDfdnXy,Valery Obodzinsky,Вечная весна,Листопад,31,189074,False,0.622,0.412,8,-13.157,1,0.0589,0.449,5.4e-05,0.0789,0.719,118.63,4,romance
73894,73894,1gS3HJ7xfTvID7UAPSwk70,Nicole Moudaber,Pure Intec 2 Mixed by Carl Cox & Jon Rundell,Brooklyn Hangover,18,289800,False,0.785,0.835,0,-10.673,0,0.0488,0.0234,0.955,0.0797,0.0879,125.878,4,minimal-techno
44434,44434,06B04lID9HGPwPWwBkTQfU,Nirvana,In Utero - 20th Anniversary Remaster,Frances Farmer Will Have Her Revenge On Seattle,59,250013,False,0.482,0.723,10,-10.08,0,0.0425,5.66e-05,0.000432,0.0939,0.554,117.051,4,grunge
39473,39473,359PHdNHrEdBeFXzLC7TJJ,Mickie Krause,Ballermann Hits Party 2023,Für Dich,0,229740,False,0.643,0.996,5,-2.635,1,0.0775,0.0059,0.0,0.163,0.382,139.966,4,german
27058,27058,2CRx925YeUuCmXnb76IGZb,Etherwood,Etherwood,Begin By Letting Go,49,261901,False,0.612,0.499,4,-6.904,0,0.0546,0.127,0.184,0.146,0.0398,173.021,4,drum-and-bass
51216,51216,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Marshall Mathers LP,The Real Slim Shady,87,284200,True,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4,hip-hop
40070,40070,50RxCp8dmcpd5P66b95u68,Mari Borges;Sarah Beatriz,Outro Na Fornalha (Another In The Fire) [Ao Vivo],Outro Na Fornalha (Another In The Fire) - Ao Vivo,50,269840,False,0.557,0.758,7,-6.165,1,0.0414,0.324,3.34e-06,0.0838,0.192,129.924,4,gospel
37887,37887,6DK8DFFf1YLur4WsH6Y4VR,Sam & Dave,Thanksgiving Party,"Hold On, I'm Comin'",0,155706,False,0.803,0.338,6,-14.029,1,0.0349,0.196,0.0367,0.097,0.912,106.84,4,funk
99461,99461,2kFHjWko1il6O9L3eK9IzG,Leah Nobel,"Beginning Middle End (From The Netflix Film ""To All The Boys: Always and Forever"")","Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",57,194826,False,0.674,0.676,2,-6.878,1,0.0367,0.43,3.13e-05,0.108,0.919,78.99,4,singer-songwriter
82573,82573,0wb21I1NV5uVUolRXIqlJF,Badfinger,Magic Christian Music (Remastered 2010 / Deluxe Edition),Come And Get It - Remastered 2010,55,143213,False,0.616,0.629,8,-6.9,1,0.0263,0.0285,1.32e-06,0.208,0.606,94.004,4,power-pop
42931,42931,5fnIi0IUOyocjNyRrG8r7P,Sportlov,Offerblod I Vallabod,Dimma Över Mångsbodarna,12,217253,False,0.149,0.802,11,-6.998,1,0.0821,1.94e-05,0.00583,0.267,0.17,170.907,4,grindcore
62730,62730,2RzW810u8zoJA8BBVhc5fT,すとぷり,Are You Ready?,Strawberry Smile Magic,37,209536,False,0.576,0.934,1,-3.262,1,0.0505,0.0126,0.0,0.383,0.593,134.018,4,j-pop
2724,2724,0b0x5fdpSjvJ8LiYSPnWoF,Café Tacvba,Un Segundo MTV Unplugged,Las Batallas/Rarotonga - MTV Unplugged,46,326146,False,0.496,0.949,9,-8.056,1,0.0459,0.013,0.0231,0.807,0.441,164.655,4,alt-rock
54474,54474,4GKpZOfcdXL6GS6W5ooYsH,Bogdan Raczynski,Samurai Math Beats,Why? Why?,12,294133,False,0.678,0.88,4,-7.082,0,0.041,0.00116,0.905,0.0568,0.341,113.273,4,idm
58240,58240,1cU86WQnffWrrCYK9Un6GA,Imperative Reaction,Electronic Saviors: Industrial Music To Cure Cancer,Giving In To The Change - Assemblage 23 Mix,27,264780,False,0.546,0.962,6,-6.779,0,0.0422,1.52e-05,0.544,0.061,0.682,126.994,4,industrial
80624,80624,2NouPVwXUlBF0wDm5bpAbp,Udit Narayan;Alka Yagnik,Dil Chahta Hai,Jaane Kyon Log Pyar,58,289386,False,0.607,0.526,4,-9.111,1,0.066,0.0185,0.00173,0.227,0.341,190.019,4,pop-film
98545,98545,6PAxR05BFuivymyKqGWVL4,Lindsay Mendez,35MM: A Musical Exhibition (Original Cast Recording),Transition 2,24,62773,False,0.501,0.336,2,-10.893,1,0.031,0.665,0.0,0.509,0.527,103.862,3,show-tunes
8311,8311,0DnGfA1r8pAssJCuq4ojla,Gary Moore,Still Got The Blues,Still Got The Blues,68,370866,False,0.189,0.39,9,-14.497,0,0.0353,0.257,0.000152,0.122,0.32,169.563,3,blues
2271,2271,44zVV7hw9cCj2tmzCmmChE,Smash Mouth,Los Clásicos del Pop 90s,All Star,1,200373,False,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,4,alt-rock
48255,48255,03cAFCWyzUOFus6Os8EoQG,Orbital;Yotto,Belfast (Yotto Remix),Belfast - Yotto Remix,51,395449,False,0.608,0.895,0,-9.447,1,0.042,0.000204,0.753,0.11,0.0699,123.007,4,hardcore
76835,76835,7dR13PkvpA9CoQlrM2HjC7,Celtic Thunder,Legacy (Vol. 2),Seven Drunken Nights,20,303693,False,0.457,0.711,2,-9.988,1,0.457,0.778,0.0,0.531,0.35,124.892,3,opera
62445,62445,1Sy41HCCozDBL73orZpW5Y,Mrs. GREEN APPLE,サママ・フェスティバル!,サママ・フェスティバル!,41,264160,False,0.404,0.963,4,-1.707,1,0.0663,0.00151,1.06e-05,0.0521,0.607,169.963,4,j-pop
48269,48269,29mZKwRwHXGlzOPdmFOiHe,ICE-T,Rap Classics,6 'n the Mornin',0,224866,True,0.823,0.745,5,-6.637,0,0.247,0.0029,0.000333,0.323,0.579,91.919,4,hardcore
40997,40997,1QRyL0hj1iKafA4gbSaxB7,Novo Som;Catedral,Mais Que Amigos = Irmãos (Ao Vivo),Você - Ao Vivo,37,369400,False,0.654,0.742,7,-6.54,1,0.0259,0.581,2.23e-05,0.712,0.785,113.272,4,gospel
43283,43283,6AMvpaS6hCRWcNVioxa2Ug,Rodrigo Mozart,Simples e Complexo,Tu És Bom (You Are Good),32,296633,False,0.624,0.778,6,-4.811,0,0.0904,0.0964,0.0,0.371,0.574,127.727,4,groove
44546,44546,3HhHP56irp6Z0c8q0gv6tK,Shinedown,The Studio Album Collection,Bully,31,242746,False,0.519,0.969,6,-2.34,0,0.0662,9.03e-05,0.0,0.111,0.48,77.011,4,grunge
78090,78090,4IRaaCRMTNH8FWNxirMYIo,Mickie Krause,Best Of Karneval,Von vorne nach hinten...von links nach rechts - Party Version,0,201975,False,0.517,0.994,10,-2.806,1,0.402,0.0589,0.0,0.972,0.651,135.064,4,party
92608,92608,59Wo0nrfki4N7lflMgl8u8,Crazy Ken Band,GT,G.T.,25,262760,False,0.634,0.943,6,-4.402,1,0.172,0.0118,2.22e-06,0.0808,0.742,162.818,4,rockabilly
46568,46568,3wDLizrj5u2GDCF6hfnDUw,Noisekick;Paranoizer,TERRORDRANG,IK SCHIET JE KAPOT,19,261720,False,0.519,0.991,1,-2.584,1,0.15,0.00733,0.0771,0.228,0.375,127.453,4,happy
69413,69413,2kH7oNwhgwYqeOqv2UE9Bs,Gowry Lekshmi,Chithramanikkaattil,Chithramanikkaattil,28,152307,False,0.688,0.524,1,-9.012,0,0.0449,0.33,1e-05,0.0719,0.404,130.059,4,malay
96137,96137,5RY5Qnk9IFiVuWRGM1Rw4X,Katinguelê,No compasso do criador,No compasso do criador,44,254973,False,0.569,0.5,5,-13.551,1,0.0398,0.405,0.0,0.0564,0.711,134.682,4,samba
69809,69809,4DNno7YwgVANoQLNKcTgQi,ThirumaLi,Psycho,Psycho,20,184887,False,0.785,0.701,6,-12.593,1,0.1,0.113,2.78e-05,0.0833,0.55,150.02,4,malay
60339,60339,1Ra8d6lTOlEb6KvDFbi7dC,Vybz Kartel,Pon Di Gaza 2.0,Love of Money,23,167026,False,0.804,0.719,4,-8.017,0,0.337,0.0812,0.0,0.338,0.593,112.152,4,j-dance
25967,25967,33JQOzpOleGvqQrhgYw1ny,Miss Chantal,Darf ich bitten,Darf ich bitten,29,178000,False,0.703,0.918,7,-3.036,1,0.0509,0.255,2.86e-06,0.0934,0.511,123.957,4,disco
111267,111267,4WnASAjxOLAW4J4ZeAtKq3,Röyksopp;Susanne Sundfør,"Oh, Lover","Oh, Lover - Edit",50,213276,False,0.576,0.741,0,-6.095,0,0.0264,0.00095,0.0666,0.094,0.271,94.995,4,trip-hop
42827,42827,5MWp9jzmw5hQN5aQwOpoRt,Napalm Death,Diatribes,Just Rewards,12,208933,False,0.29,0.989,1,-5.762,1,0.176,0.000101,0.683,0.0594,0.0405,85.944,4,grindcore
65735,65735,0OCDOcvQvozjsivREMojzx,Stray Kids,Mixtape : Time Out,Mixtape : Time Out,70,175293,False,0.555,0.945,2,-1.934,1,0.127,0.0453,0.0,0.244,0.389,160.006,4,k-pop
6391,6391,4izC2yID6txfr8xXN6xbZQ,Entombed,"To Ride, Shoot Straight and Speak the Truth",They,20,245720,False,0.179,0.994,8,-5.352,1,0.191,0.000316,0.916,0.0885,0.0398,138.382,4,black-metal
25754,25754,6ymVxYG0UHqIjXmclbE1cu,BLOND:ISH;Grace Tither,Waves (feat. Grace Tither),Waves (feat. Grace Tither),54,202501,False,0.631,0.763,9,-9.774,0,0.0352,0.0824,0.299,0.0875,0.715,121.008,4,disco
68561,68561,13kyMXTpiIQlwLBMEyOBkI,KEVVO;J Balvin,Perreo Tenebroso Vol. 4,Billetes Azules,0,189506,True,0.856,0.721,7,-4.928,1,0.108,0.132,0.00471,0.182,0.642,94.991,4,latino
110488,110488,0b5mVj4f96m0uSlT1seTy2,Above & Beyond;Richard Bedford;Maor Levi,10 Years of Group Therapy (Part 2),With Your Hope - Maor Levi Remix,29,187663,False,0.632,0.966,2,-4.005,0,0.0871,0.00168,0.0162,0.416,0.239,127.993,4,trance
88599,88599,0PF7SVd93G602xdi8SVyEz,Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Fiesta Reggaeton 2010s,Déjate Querer,1,202823,False,0.755,0.792,6,-4.238,1,0.0483,0.028,0.0,0.0754,0.842,106.015,4,reggae
64581,64581,2dRASJxcSCsaT9WiOC4tnu,Jamie Cullum,World's Best Christmas Playlist,Show Me The Magic,0,150412,False,0.569,0.489,5,-5.594,0,0.04,0.238,0.0,0.29,0.543,123.573,4,jazz
70622,70622,7AQLbnuuyPzy22MOEmeetH,Faye Wong,敷衍,暗湧,43,261813,False,0.325,0.213,10,-17.136,0,0.04,0.898,0.0541,0.0909,0.326,181.1,3,mandopop
